product_id,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,color_name,fit,size,product safety,composition
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark denim blue,Slim fit,,,"Pocket lining: Polyester 65%, Cotton 35%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray denim,Slim fit,,,"Pocket lining: Polyester 65%, Cotton 35%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray denim,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Pocket lining: Polyester 65%, Cotton 35%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Gray,Slim fit,,,"Pocket lining: Polyester 65%, Cotton 35%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Gray,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Black,Slim fit,,,"Pocket lining: Polyester 65%, Cotton 35%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Black,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Light denim blue,Slim fit,,,"Pocket lining: Polyester 65%, Cotton 35%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Light denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray,Slim fit,,,"Pocket lining: Polyester 65%, Cotton 35%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Pocket lining: Polyester 65%, Cotton 35%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,White,Slim fit,,,"Pocket lining: Polyester 65%, Cotton 35%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,White,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Pale denim blue,Slim fit,,,"Pocket lining: Polyester 65%, Cotton 35%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Pale denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray denim,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Gray,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Black,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Light denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Midnight blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,White,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Pale denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark denim blue,Slim fit,,,"Cotton 98%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray denim,Slim fit,,,"Cotton 98%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Cotton 98%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Gray,Slim fit,,,"Cotton 98%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Light denim blue,Slim fit,,,"Cotton 98%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Midnight blue,Slim fit,,,"Cotton 98%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray,Slim fit,,,"Cotton 98%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Cotton 98%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,White,Slim fit,,,"Cotton 98%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Pale denim blue,Slim fit,,,"Cotton 98%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark denim blue,Slim fit,,,"Cotton 88%, Polyester 10%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark denim blue,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray denim,Slim fit,,,"Cotton 88%, Polyester 10%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray denim,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Cotton 88%, Polyester 10%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Gray,Slim fit,,,"Cotton 88%, Polyester 10%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Gray,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Black,Slim fit,,,"Cotton 88%, Polyester 10%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Black,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Midnight blue,Slim fit,,,"Cotton 88%, Polyester 10%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Midnight blue,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray,Slim fit,,,"Cotton 88%, Polyester 10%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Cotton 88%, Polyester 10%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,White,Slim fit,,,"Cotton 88%, Polyester 10%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,White,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Pale denim blue,Slim fit,,,"Cotton 88%, Polyester 10%, Elastane 2%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Pale denim blue,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark denim blue,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray denim,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Dark gray denim,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Denim blue,Slim fit,,,Pocket lining: Cotton 100%
0636207011,men_jeans_slim,Slim Jeans,$ 19.99,2021-09-06 10:59:36,0636207,011,Gray,Slim fit,,,"Cotton 89%, Polyester 10%, Elastane 1%"
